image_id,source,prompt,evaluation_seed
000000423125,coco-30k,A person standing on a surfboard surfing the waves.,8649
000000029346,coco-30k,A green cake that is shaped to be a train,34414
000000526364,coco-30k,"Sparse narrow kitchen, used, but neat, all in white.",29685
000000483389,coco-30k,Grilled meat with veggies and potatoes on plate,22635
000000075783,coco-30k,A person on a surfboard rides on a wave.,24389
000000435308,coco-30k,A person wake boarding behind a blue and white boat.,91888
000000554978,coco-30k,A couple of elephants walking across a river.,66191
000000438481,coco-30k,A traffic light with a blue sign underneath it,54601
000000354539,coco-30k,A little girl wearing safety gear while standing on a skate park.,82264
000000462244,coco-30k,A train rides alongside another train on the tracks.,80989
000000125958,coco-30k,a person is riding a horse by the beach,25703
000000448759,coco-30k,A happy man roller skiing in the mist,29448
000000015006,coco-30k,A restroom filled with graffiti and two toilet stalls.,22661
000000227265,coco-30k,A group of people walking near some skis.,35135
000000144694,coco-30k,a group of people playing soccer on a field,18841
000000294407,coco-30k,A bowl with different foods sitting on a napkin.,86199
000000308165,coco-30k,A man jumps as he skates on a pavement,44824
000000436520,coco-30k,"A bathroom with a clear, shower door and a white toilet.",30367
000000554466,coco-30k,A white church sitting at the bottom of a hillside.,44011
000000445200,coco-30k,some plates of food on a table ,63526
000000170321,coco-30k,A large elephant crossing a narrow shallow river.,21925
000000279259,coco-30k,Man in shorts running with a necktie on top,69564
000000173302,coco-30k,A restaurant with red stools next to a bar  and a blue table.,94185
000000570465,coco-30k,Several slices of bread with side salads on a table.,96134
000000086516,coco-30k,A couple of people riding skis on top of snow covered ground.,77097
000000392650,coco-30k,A large Delta passenger jet flying through a blue sky.,75161
000000405047,coco-30k,A large bus is parked outside a building.,80633
000000118728,coco-30k,A plane flying in the sky during the day.,7840
000000451919,coco-30k,A dog sitting on to of a window sill.,35990
000000557059,coco-30k,"Cauliflower, carrots, and broccoli are arranged in a vegetable bowl.",90502
000000292394,coco-30k,A road in front of a shaded building on which it is written Feed Barn,16580
000000381323,coco-30k,A cat sits on the edge of a bathroom sink.,79733
000000136644,coco-30k,A group of people sitting at two long tables in room.,3448
000000518197,coco-30k,A crowd of passengers standing outside of a commuter train.,83238
000000212288,coco-30k,A city worker repairing a traffic light over a street.,33648
000000015155,coco-30k,A piece of chocolate swirled cake on a plate.,26917
000000209747,coco-30k,A gray and white kitten sitting in a bathroom sink.,2072
000000482742,coco-30k,Man on bike on street corner with buildings and stoplight,16283
000000269037,coco-30k,A water surfing ride attended by an employee.,99832
000000539636,coco-30k,A man riding skis down a snow covered slope.,58867
000000345261,coco-30k,Two giraffe standing on to of a dry grass covered field.,32248
000000033243,coco-30k,A bathroom with a white bath tub and two sinks.,69445
000000454762,coco-30k,A truck filled with a pile of yellow bananas.,61989
000000542933,coco-30k,A baseball player holding a baseball bat at home base.,9782
000000004359,coco-30k,"A woman holding three bags stands by the open doors of a subway car, through which other people can be seen.",5473
000000521288,coco-30k,A baby elephant following  its mother's and grabbing her tail.,2026
000000274591,coco-30k,"A bear in an enclosure with dead wood, grass and large rocks.",2521
000000243495,coco-30k,a toilet with writing under the lid ,94944
000000079566,coco-30k,The side of a train showing the entrance and two doors.,29471
000000440793,coco-30k,Lots of skiers ski down a hill while others ride a ski lift in the background.,99277
000000303215,coco-30k,A large teddybear float is on snow skis.,10913
000000355418,coco-30k,a small bathroom with a toilet in it,31441
000000142879,coco-30k,an arrangement of different types of bread at the table.,8328
000000411027,coco-30k,a close up of a sandwich in a paper plate,2737
000000159440,coco-30k,THERE IS A MAN ON A RACE HORSE JUMPING OVER A FENCE ,53779
000000075095,coco-30k,A wooden park bench siting next to a  park.,63645
000000204935,coco-30k,A man wearing plaid swim trunks surfs a big wave.,44984
000000453001,coco-30k,A woman watching another woman walk with a suitcase on wheels.  ,43308
000000108338,coco-30k,Two elephants are standing by the trees in the wild. ,8411
000000350721,coco-30k,Two men fall to the ground during an ultimate Frisbee game,53711
000000581887,coco-30k,An intersection features a directional sign to local towns. ,75861
000000425790,coco-30k,A row of skis sitting up against a fence.,57453
000000552901,coco-30k,The bathroom in the cabin needs to be remodeled.,21321
000000520489,coco-30k,"An unusual Japanese bathroom with a toilet, urinal, and sink.",58671
000000504810,coco-30k,A plated sandwich and fried potatoes on a table.,79398
000000561014,coco-30k,a red and white plane is fling in the sky,83379
000000139475,coco-30k,A piece of wood that is on top of a block.,26685
000000318573,coco-30k,A baseball player playing baseball with a bat.,92999
000000206958,coco-30k,a room showing a toilet and a sink,52599
000000577073,coco-30k,A man riding a board on top of a pile of snow.,45322
000000366659,coco-30k,The chef has prepared the pizza in his kitchen. ,32157
000000058778,coco-30k,a guy riding a skateboard at a skate park,1528
000000422916,coco-30k,A bathroom with a tiled floor and a sink.,36070
000000201756,coco-30k,A close up of two birds on a tray with bananas peels.,25295
000000449909,coco-30k,A young boy standing on a field next to a giraffe.,59530
000000160858,coco-30k,A black and white striped zebra grazing on grass next to a pond.,26458
000000144065,coco-30k,A couple of people at a table with a cake.,435
000000042576,coco-30k,Cats sitting next to each other on furniture.,91708
000000414324,coco-30k,Sinks in a public restroom with exposed brick and plumbing.,37212
000000183393,coco-30k,A man taking a selfie in a bathroom mirror.,78150
000000536683,coco-30k,A toilet in a room with a broken wall.,13908
000000278899,coco-30k,a lot of different types of luggage bags near one another,87357
000000101068,coco-30k,A baseball player holding a bat while standing on a field.,18824
000000300725,coco-30k,a pigeon perched on the arm of a bench,36521
000000047121,coco-30k,A cat standing on the edge of a sink drink water.,27050
000000134167,coco-30k,Zebra sleeping on the ground next to standing zebra.,70264
000000456239,coco-30k,A woman walking down train tracks holding an umbrella.,14005
000000551459,coco-30k,A baby elephant curls its trunk into its mouth beside mud or water.,46651
000000215815,coco-30k,Two airplanes release smoke while flying near each other.,38683
000000297147,coco-30k,A motorcycle parked on the pavement near a building.,74137
000000090554,coco-30k,"A decorated hair salon cake with brush, comb, razors, scissors and shaving cream ",69630
000000126098,coco-30k,A young boy tossing a soccer ball across a field.,88507
000000385770,coco-30k,A coffee table that has a map on it.,8161
000000347620,coco-30k,A pretty young lady holding a black umbrella.,90344
000000559730,coco-30k,a man speeds between cars and a bus on his skateboard on the street in a city,15433
000000186443,coco-30k,surfers in water near pier waiting on the next swell,60351
000000296303,coco-30k,A grasshopper in a cage eating a slice of carrot.,32458
000000026017,coco-30k,A traffic light next to a very tall building near a street.,36268
000000267802,coco-30k,A group of people riding mopeds in a busy street. ,69072
000000012827,coco-30k,a girl looking closely at her cell phone holding her cat,97134
000000026518,coco-30k,someone that is standing on top of a skateboard,38159
000000041837,coco-30k,two service truck parked at an airport ,39021
000000389532,coco-30k,silohette of a man against  the whiteness of the sky surrounding him,32071
000000226404,coco-30k,A man riding a skateboard on top of a cement planter.,58461
000000150703,coco-30k,A paper with a hot dog on it next to a cup of beer.,43850
000000463406,coco-30k,A truck full of boxes is next to a car.,34591
000000074058,coco-30k,A sidewalk next to the outdoor sitting area of a restaurant.,85179
000000570471,coco-30k,Man cutting a cake on the table in the kitchen.,5545
000000322894,coco-30k,Two birds that are standing on rocks near the water.,22299
000000278601,coco-30k,a green truck parked in a dirt field with green shrubbery,50159
000000442667,coco-30k,A large bus and a truck on a street.,74122
000000367535,coco-30k,A somewhat made bed with white covers and green flowers pillows. ,20541
000000482081,coco-30k,A group of giraffes is standing next to a fence.,3615
000000566276,coco-30k,Four children standing behind a fence petting a horse.,11940
000000123599,coco-30k,A zebra and baby grazing on a grassy field.,59446
000000228749,coco-30k,Steak with assortment of green vegetables and french fries.,60483
000000025123,coco-30k,a cat laying under an umbrella on the ground,60013
000000493004,coco-30k,A person in snow gear riding on a snowboard. ,79689
000000525667,coco-30k,People standing around a park bench next to a bicycle.,35295
000000208560,coco-30k,A group of kids sitting at a wooden table around tree.,83252
000000516733,coco-30k,A man holding out his mitt to catch a baseball,30854
000000417265,coco-30k,a building sits in front of a parking meter ,19232
000000375409,coco-30k,A silver and blue Amtrak train sitting below tall buildings.,73778
000000560256,coco-30k,A market area with boxes of fruit that includes bananas and pineapples.,41970
000000151141,coco-30k,A city with people on a fountain and in a grass field.,21824
000000232348,coco-30k,Toaster and blender plugged in on a kitchen counter.,20723
000000064822,coco-30k,The clock on the building is in the shape of a coffee cup.,61085
000000512476,coco-30k,a double sink with a bowl of food on the sink counter top,55235
000000440709,coco-30k,A see through container filled with lots of oranges.,31497
000000480421,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633
000000221390,coco-30k,A little boy sitting on a man's lap wearing a tie.,13106
000000111840,coco-30k,a group of children standing in front of a cage,49434
000000252716,coco-30k,A frisbee that is laying in the grass near a tree.,66648
000000045882,coco-30k,"A long haired, black cat with yellow eyes lays on a black suitcase.",79892
000000520982,coco-30k,A baseball player holding a bat during a game.,67357
000000051712,coco-30k,A man skiing down the side of a snow covered mountain.,4315
000000067788,coco-30k,A group of boats floating on top of a lake.,3857
000000577866,coco-30k,An old black and white picture of a bus and homes in the background. ,78745
000000186624,coco-30k,Someone is standing near a train that is parked. ,36282
000000170129,coco-30k,A large body of water in front of a shoreline with a long train bridge.,94641
000000512830,coco-30k,a couple of soldiers are sitting on a plane,87045
000000022621,coco-30k,A kitchen with an oven and a dishwasher.,90105
000000178413,coco-30k,looking out a window from inside the ski lodge,78354
000000131273,coco-30k,A grey and white dog sitting in the passenger side of a car.,90323
000000123136,coco-30k,A kitchen sink and part of a stove with a doorway leading into an adjacent room,4481
000000392392,coco-30k,Men and women are riding on motorcycles on the street,82491
000000471184,coco-30k,A tall giraffe standing in a lush green park.,69830
000000050230,coco-30k,there is a cutting knife and cut up foods on the cutting board,62495
000000061997,coco-30k,A man paints scenes at a fair stand.,30119
000000500871,coco-30k,Clear bowl of carrots with beer in it. ,53092
000000311394,coco-30k,A infant holding a baby toothbrush in his hand looking at it.,76486
000000034096,coco-30k,A house being built with lots of wood.,43811
000000570788,coco-30k,A group of horses are drinking from a river,91201
000000565331,coco-30k,A train going down the train tracks in a building. ,78161
000000109445,coco-30k,A white paper topped with square slices of pizza.,15538
000000160233,coco-30k,A couple of double deck tour buses parked at a street side.,41314
000000561187,coco-30k,A horse is saddled up while a cowboy checks out a hoof.,77860
000000224426,coco-30k,A ripped up pair of shoes on a skateboard,54042
000000234938,coco-30k,A group of wooden benches sitting on top of a wooden deck.,40227
000000194167,coco-30k,A giraffe looking for food between large rocks.,97723
000000124620,coco-30k,A woman checking out her surfboard at the beach.,73984
000000326168,coco-30k,A bus passes several people riding their bicycles.,55922
000000158628,coco-30k,A group of people walking across a sandy beach.,54027
000000032285,coco-30k,A white toilet sitting next to a toilet paper roller.,84355
000000406616,coco-30k,A wooden cutting board topped with veggies and a knife.,43959
000000274593,coco-30k,The white van is driving past the red fire hydrant.,53017
000000162114,coco-30k,A motorcycle is parked on the sidewalk outside a tattoo shop.,89063
000000173385,coco-30k,An elephant is walking on a pile of sand outside a building.,59784
000000335992,coco-30k,A hand holding a mug of green liquid next to a pile of fruit.,79703
000000372212,coco-30k,A silver fire hydrant sitting next to a  road on a sidewalk.,11656
000000415647,coco-30k,A man and a young boy dressed in matching white dress shirts and ties.,54768
000000549119,coco-30k,A white city passenger bus traveling down a street surrounded by tall buildings.,26376
000000242852,coco-30k,A train traveling down a train track next to a big tree,93652
000000365170,coco-30k,Two pedestrians underneath their umbrellas walk across an open plaza in a rainstorm.,10859
000000164475,coco-30k,A young man riding a skateboard in a parking lot.,65806
000000185789,coco-30k,A red and yellow train moves past a modern building.,12279
000000247609,coco-30k,a wood bench is sitting near a pole,71154
000000551861,coco-30k,A white and blue bird is perched on a tree branch that is sitting next to a bunch of bushes.,59030
000000421471,coco-30k,We are looking at a small airline toilet.,23343
000000359843,coco-30k,A fire hydrant in the grass near the curb with the remnants of melting snow,53133
000000216861,coco-30k,a man on a bike that is walking dogs,27750
000000339740,coco-30k,A road sign warns there is a curve in the road.,99873
000000489616,coco-30k,A herd of cattle grazing on a lush green field.,44673
000000291370,coco-30k,A nattily dressed man and woman stand next to a horse. ,59402
000000529105,coco-30k,A brown horse laying in a field of lush vegetation.,19249
000000101828,coco-30k,A large white horse walking along side the road.,64347
000000523426,coco-30k,This bathroom has gray walls and white fixtures.,22922
000000315672,coco-30k,Two airliners on the snowy runway of an airport,14144
000000153184,coco-30k,Little birds sitting on the shoulder of a giraffe. ,5425
000000205238,coco-30k,A lady in a black and orange Halloween costume.,43255
000000345134,coco-30k,A suitcase that is on the floor with its handle up.,25979
000000027648,coco-30k, A row of white urinals in bathroom below windows.,84752
000000274708,coco-30k,Several people in skis standing on a snow covered incline.,2902
000000245227,coco-30k,Adults and children engage in winter sports on a snowy day.,43097
000000430756,coco-30k,A person brushes a tied up horse. ,34703
000000171443,coco-30k,A man standing on the beach playing frisbee ,8355
000000331367,coco-30k,A man on a surf board rides a wave.,18087
000000323715,coco-30k,A bear walking away towards the tall fence. ,32549
000000297022,coco-30k,a man and his friends are standing outside next to a truck,13854
000000493472,coco-30k,A young father holding his baby while the baby is holding a frisbee.,63926
000000575012,coco-30k,A woman sitting on a fire hydrant while talking on a cell phone.,15767
000000571834,coco-30k,A sign hanging from the side of a sushi restaurant.,1196
000000552454,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046
000000038155,coco-30k,there are many people on this field playing with a frisbee,61388
000000146730,coco-30k,"A room with wooden slatted walls adorns two shower knobs, a trash can, a soap dish with soap and a sink.",46492
000000349590,coco-30k,Women taking picture of themselves while brushing their teeth.,21835
000000211206,coco-30k,"A woman holding a baby by the zoo, showing a picture of a giraffe, with real giraffe's behind the picture.",26399
000000031061,coco-30k,A young man is sitting down with his skateboard. ,43437
000000190033,coco-30k,A plate topped with broccoli chicken covered in sauce.,752
000000172491,coco-30k,One of the two elephants is lifting a plastic barrel with it's trunk. ,51088
000000446455,coco-30k,"View of a airplane gas station from inside, showing fancy airplane model sign.",30917
000000226171,coco-30k,A computer monitor sitting above a computer keyboard.,33303
000000176906,coco-30k,A herd of animals eating food inside of a pen.,82316
000000565395,coco-30k,"A man in glasses sitting next to a woman and holding up a red frisbee that says ""Cheese Shop"" on it.",16099
000000119232,coco-30k,The sleek fighter jet is flying sideways through the air. ,43684
000000339344,coco-30k,A bus that is sitting in the street.,55352
000000409217,coco-30k,A plate with meat and vegetables next to a fork.,83179
000000085665,coco-30k,A decorated kite with tail flies in a gray sky. ,69482
000000364973,coco-30k,A table with many pieces of cut up broccoli.,83366
000000075723,coco-30k,A grey vintage truck on street next to a house.,99413
000000485343,coco-30k,A couple bags of luggage that are on the ground.,10692
000000015918,coco-30k,A restroom hanging off the side of a building over a mountain.,39567
000000008844,coco-30k,Smiling lady standing by two bunches of bananas on a table.,34022
000000185956,coco-30k,A woman that is kneeling under a elephants trunk.,87691
000000516372,coco-30k,A fire hydrant that is sitting near a car.,70707
000000463849,coco-30k,Many boats are parked in the middle of a city. ,17691
000000050756,coco-30k,A person riding a wave on a surfboard.,90580
000000382256,coco-30k,A woman holding a yellow frisbee while standing next to a man.,67566
000000063521,coco-30k,Twin baby girls wearing hats eat ice cream.,54406
000000453317,coco-30k,Two pizzas are on two shelves in an oven with the light on,80563
000000362327,coco-30k,A black brown cat with large whiskers looking at the camera.,88551
000000477227,coco-30k,Several fishing vessels docked at the docks in harbor.,32078
000000577862,coco-30k,A giraffe examining the back of another giraffe.,20412
000000473370,coco-30k,A laptop on a desk in a classroom.,12327
000000295377,coco-30k,A skier stands next to a warning sign.,27600
000000485687,coco-30k,a white and black sea bird standing in very shallow water,70419
000000539422,coco-30k,A giraffe cocks it's head towards a noise,68953
000000147422,coco-30k,A group of people riding surfboards in the ocean.,70003
000000524638,coco-30k,A young boy standing next to a green frisbee.,48583
000000559790,coco-30k,Large commuter train parked on the track with no people around.,20941
000000103227,coco-30k,A young man holding a pink frisbee on a beach.,51461
000000346259,coco-30k,A black motorcycle sits on a paved surface.,36440
000000438667,coco-30k,A cat lying down on some blue fabric,44517
000000094666,coco-30k,A display in a grocery store filled with broccoli and peppers.,99882
000000461775,coco-30k,The cat is laying under a vehicle on the pavement. ,70319
000000216115,coco-30k,An American Airlines airplane is sitting on the runway,21399
000000393421,coco-30k,A room is shown with a bed and luggage.,51917
000000423529,coco-30k,A man standing behind a white frisbee on a green field.,15930
000000345507,coco-30k,A large amount of motorcycles are parked by a sidewalk.,30868
000000213599,coco-30k,someone lighting candles on a birth cake for a child.,86278
000000263083,coco-30k,A man riding a wave on top of a surfboard.,85656
000000385428,coco-30k,A green and blue motorcycle parked on the side of a road.,94346
000000124601,coco-30k,A kitchen that has a counter with a laptop on it.,92751
000000118921,coco-30k,A woman riding skis down a snow covered slope.,64902
000000440455,coco-30k,a man watching his dog checking something on the desk,8754
000000491872,coco-30k,A person pouring water into a drain from a bowl.,4236
000000217710,coco-30k,a sign for the metrolink next to tall building,32797
000000458755,coco-30k,Young woman with sheep on straw covered floor.,98457
000000142000,coco-30k,a couple of ssigns on a pole by a building,70127
000000553253,coco-30k,A man holding a bunch of green bananas over his right shoulder.,16981
000000115069,coco-30k,A herd of sheep grazing on a hill side near a tree.,66100
000000465327,coco-30k,A kitchen filled with appliances and cooking utensils.,81050
000000526000,coco-30k,A woman with bright blue hair ample breast and wearing a black shirt and tie.,53299
000000537889,coco-30k,two billboards with a sky background and people walking near by,96304
000000454601,coco-30k,a tabby and black cat lounging on a sofa ,99435
000000028993,coco-30k,a couple of yellow poles are on the street,79718
000000199842,coco-30k,A golden bus driving over a bridge spanning a river.,34308
000000069009,coco-30k,Two children look at a large black bear in a zoo.,68082
000000498061,coco-30k,a smiling man sitting in a fancy restaurant,19950
000000529774,coco-30k,A large bright yellow boat sits docked near a stairway.,66765
000000136008,coco-30k,"Park with grass, chair and bird on sidewalk.",95426
000000569273,coco-30k,Fire hydrant sitting in the middle of a hiking area on the side of a gorge. ,71901
000000325043,coco-30k,A woman tennis player hitting a tennis ball.,69863
000000302643,coco-30k,there is a sandwich and salad on a blue and white plate,92361
000000421433,coco-30k,A large man is sleeping in his bed.,62438
000000064495,coco-30k,"A parking meeter next to a wall that reads ""tie.""",52054
000000483550,coco-30k,a man standing on top of a steam engine train,5760
000000482071,coco-30k,Furry bear walking in a thick grassy area.,62546
000000155087,coco-30k,A small white bird standing on top of a dirt field.,32248
000000472881,coco-30k,Several trains riding on different tracks near water.,20387
000000068380,coco-30k,Bananas are on sale for 47 cents per pound in the produce section.,15926
000000463296,coco-30k,A living room has modern white furniture and red walls.,85115
000000467484,coco-30k,A red fire hydrant with two red poles beside it.,1239
000000342335,coco-30k,A sign next to a stone wall stating the road name.,65059
000000147721,coco-30k,A man riding a surfboard on top of a wave in the ocean.,22946
000000295491,coco-30k,Military personal serving themselves food at an event.,51654
000000533201,coco-30k,a jumbo jet sits parked in an airport ,38069
000000153803,coco-30k,a man sitting at a table with some laptops on it,39529
000000531264,coco-30k,A man in a suit has a black mark on his hand.,77084
000000345209,coco-30k,A baby horse drinking milk from it's mother.,9122
000000018888,coco-30k,A wooden bench in front of some trees.,16845
000000037003,coco-30k,An older gentleman in a white shirt and black bow tie.,81055
000000438905,coco-30k,a tray holding three plates of food including vegetables and fruit ,96042
000000438185,coco-30k,White airplane with a band's name on the side. ,64900
000000063950,coco-30k,A black and white cat is sitting in the sink.,20166
000000397523,coco-30k,A stationary train with the door wide open.,3889
000000230166,coco-30k,A herd of sheep grazing on a green grass covered piece of land next to a forest.,65440
000000157465,coco-30k,Two different styles of buses parked side by side.,60645
000000071857,coco-30k,a fire hydrant with a hose inside of it ,72383
000000385205,coco-30k,A very cute cat laying on a rug.,6732
000000042288,coco-30k,a man jumps in the air as he catches a frisbe ,69230
000000105432,coco-30k,A folk of birds flying over a military ship.,24178
000000479727,coco-30k,A semi busy street in a delightful neighborhood,21334
000000509037,coco-30k,A group of people standing around a table under a light.,35532
000000012236,coco-30k,A crowd of people standing next to each other.,77909
000000277329,coco-30k,a country farmland half covered in the shade of a cloud in front of a mountain,93579
000000525183,coco-30k,A brown cow standing on top of a gravel beach next to the ocean.,78159
000000085292,coco-30k,Red train on the rails in a train yard.,91625
000000127514,coco-30k,A man riding a skateboard on a sidewalk.,14214
000000580084,coco-30k,Black bird with red eyes as seen sitting on branch.,70176
000000377352,coco-30k,Two bikers riding their bikes on the road stopped in front of the line. ,95952
000000426631,coco-30k,"A man crouches down and extends his hand, as he anticipates catching a flying disc.",56903
000000224037,coco-30k,A couple of men working on a boat that's docked at a pier.,12933
000000102159,coco-30k,a cow walking next to a person on a city street,82803
000000011987,coco-30k,A small bedroom has striped wallpaper going floor to ceiling,18546
000000127170,coco-30k,A baby sits at a white table and on the table are a baby bottle and a cupcake with a one sitting on it.,84754
000000231508,coco-30k,A baseball player pitching a baseball on a field.,17449
000000440575,coco-30k,The snow covered mountain looks over the small city.,40985
000000331799,coco-30k,A woman standing in front of a box handing a woman a bag of food.,52334
000000047611,coco-30k,A clock on the wall between benches and tables on a stone floor.,85568
000000323758,coco-30k,A train yard with carts and tanks on two tracks.,729
000000571012,coco-30k,A woman in white jacket on skateboard in a building.,14225
000000552573,coco-30k,A man splashing in the water with a giant umbrella.,53252
000000225850,coco-30k,a woman sitting on a picnic table on her cell phone,11928
000000007444,coco-30k,a corner of a James Smith & Sons store with various umbrellas lined up in the window,13846
000000552302,coco-30k,A man standing next to an airplane on a runway.,14810
000000550007,coco-30k,A person is racing around a track on a motorcycle.,14000
000000483330,coco-30k,a bowl of pasta that has brocolli and cheese on it,54081
000000236000,coco-30k,A street scene with a large truck turning a corner.,76060
000000203119,coco-30k,a man in a tie stands next to a sink ,50544
000000281101,coco-30k,A man standing on a tennis court holding a racquet.,18588
000000110211,coco-30k,Zebras and rhinos out in the wild on a sunny day ,58270
000000053677,coco-30k,A man standing next to a small airplane with two dogs.,40628
000000262092,coco-30k,A single zebra that is bent over eating grass.,43963
000000294537,coco-30k,A skier stands posing while two others are skiing towards him.,51542
000000178299,coco-30k,a brown and white cat sitting in a bathroom sink ,98188
000000330455,coco-30k,A bus driving down a street next to a car.,56127
000000109216,coco-30k,A red kitchen with metallic appliances and paintings on the wall.,64936
000000485897,coco-30k,A black and gray dog resting in a purple chair.,13386
000000490105,coco-30k,A cat sitting on a floor in front of a flat screen TV.,32173
000000064088,coco-30k,An older woman walking behind a bus on a city street.,99286
000000187286,coco-30k,an image of two bikers at a cross walk,46170
000000015987,coco-30k,Two elephants are touching trunks through a fence.,96060
000000253757,coco-30k,A pitcher standing on the pitcher's mound and throwing a baseball.,14569
000000293505,coco-30k,A person on a motor bike next to a cow.,32275
000000395402,coco-30k,A small tricolor terrier dog in a pink collar.,644
000000058123,coco-30k,a bus that is driving down the road,50250
000000445834,coco-30k,Men climbing on board a bus that needs to be repaired.,81447
000000066046,coco-30k,A Nintendo Wii controller sitting on a white table.,57717
000000264268,coco-30k,The zebras are following the cars for food. ,38127
000000526751,coco-30k,A boat sitting on top of a beach next to a body of water.,39383
000000264805,coco-30k,A person taking a selfie in front of a large mirror.,64175
000000025069,coco-30k,Two men skateboarding in the middle of the street.,9488
000000549936,coco-30k,A herd of cattle standing on top of a dirt and grass field.,60463
000000090476,coco-30k,Several beached boats on the sand with orange balls hanging over the sides.,50906
000000420411,coco-30k,The skateboarder is doing a trick in the air on his skateboard.,20003
000000135266,coco-30k,A tall man is talking to a girl while eating,93113
000000360325,coco-30k,A herd of sheep standing next to each other on dirt ground.,27681
000000288599,coco-30k,A skateboarder is in mid air while descending a concrete ramp.,40857
000000193449,coco-30k,The bed covered in many sheets and blankets is the only furniture in the room.,71935
000000276693,coco-30k,A large brown dog walking in front of a woman holding two ski poles.,41583
000000481404,coco-30k,A church with a stain glassed window of the virgin mary.,99977
000000473002,coco-30k,A young boy riding a skate board on the walkway of a park.,81218
000000094033,coco-30k,A man tosses a red frisbee at an unknown object.,24053
000000501835,coco-30k,a couple of people that are on a buggy ,74866
000000325327,coco-30k,White cow standing alone on a busy city street. ,76402
000000468996,coco-30k,A prosciutto and pesto pizza before being put in the pizza oven.,78774
000000253227,coco-30k,a large white clock is on a tower,40377
000000277869,coco-30k,A bus is parked on the street away from some cars.,94127
000000089356,coco-30k,A white horse standing in an open field.,37905
000000219014,coco-30k,A stop light on a oriental city street. ,61601
000000403231,coco-30k,An orange and white cat laying on top of a bed.,22192
000000300179,coco-30k,Two giraffes standing side by side at a zoo in front of a large city.,15414
000000210099,coco-30k,An orange cat sunning itself on a lawn chair.,7367
000000393858,coco-30k,A plane that is flying in the air.,60921
000000489907,coco-30k,Sign indicating danger of falling rocks with snow,33644
000000313948,coco-30k,A motorcycle is on display at a convention.,19468
000000297698,coco-30k,A man is skiing in mid jump onto a ramp.,62470
000000491689,coco-30k,A WOMAN WAITING IN A BAGGAGE LINE WITH LUGGAGE,6841
000000365095,coco-30k,A soccer player in the midst of kicking a soccer ball.,93339
000000474410,coco-30k,Four jets flying in formation in a blue sky.,26317
000000468351,coco-30k,A group of Zebras grazing in a field.,10306
000000513793,coco-30k,A parking meter with the time expired on it,40947
000000432176,coco-30k,A wooden bench sitting next to an entrance.,93862
000000472160,coco-30k,A person on a motorcycle with a stuffed reindeer on the window.,26201
000000504167,coco-30k,A cat looking off to it's right with bright blue eyes.,34760
000000398756,coco-30k,A bunch of birds that are standing on a pier.,88526
000000057827,coco-30k,some baseball players playing baseball on a field,96576
000000259421,coco-30k,A large jetliner flying through a cloudy gray sky.,27083
000000281837,coco-30k,A person holding an umbrella above their head.,52261
000000281111,coco-30k,A man sanding next to a brick oven filled with fire.,44766
000000401718,coco-30k,An assortment of foods arranged on a plate.,86458
000000487741,coco-30k,a black and white dog with a collar looking out a large window,17832
000000568110,coco-30k,A traffic light with the letter B written on it.,77041
000000189365,coco-30k,A tennis player is holding a racket with both hands.,55842
000000294451,coco-30k,A market area with various crates of vegetables.,66264
000000200945,coco-30k,A hot dog and a pickle on a tray.,24640
000000504000,coco-30k,An airplane is vintage and is on display.,98191
000000386707,coco-30k,A young man standing in front of a Canon store.,85218
000000390301,coco-30k,A white and green rusted fire hydrant spewing out frozen water.,98095
000000061967,coco-30k,Guy sitting down stuffing his face with food,87590
000000134034,coco-30k,A pair of horses grazing in a field behind a fence.,90903
000000091136,coco-30k,Some very cute sheep by some very big trees.,42773
000000566234,coco-30k,a person standing on a plowed snowy road,16665
000000033900,coco-30k,A man riding skis on top of  a snow covered field.,16814
000000135978,coco-30k,The view of a giraffe through some vegetation. ,15391
000000285258,coco-30k,A brown dog trying to hump a black dog.,79976
000000027617,coco-30k,A panting dog sitting down in the shade with a Frisbee,56882
000000573134,coco-30k,People are walking their horses along the beach.,27036
000000493218,coco-30k,"older women sit on a bench, with one of the women holding crutches",17857
000000312550,coco-30k,Two white and grey cats sleeping on a bed with penguin comforter.,41935
000000018158,coco-30k,a vintage photo of some people waiting for a bus ,87381
000000513555,coco-30k,A couple of men sailing on a sailboat out in the harbor. ,74071
000000077063,coco-30k,A jockey riding a horse as it leaps into the air.,86164
000000421360,coco-30k,A woman sitting at table with a man eating food.,12992
000000390401,coco-30k,A man swinging a bat at a baseball on a field.,35159
000000536034,coco-30k,Many small boats in the water in a harbor.,97111
000000565670,coco-30k,Man looking in mirror while adjusting his pokka dot tie.,78524
000000264282,coco-30k,A man in black jacket cross country skiing in woods.,29796
000000412399,coco-30k,A talented young surfer riding a large wave.,95542
000000427341,coco-30k,Two people wearing hats that double as umbrellas.,20024
000000123580,coco-30k,A table with four bowls of food on the top.,67304
000000418300,coco-30k,A man with an odd look taking a selfie.,78382
000000284851,coco-30k,A small kitten sitting on a chair next to a small dog.,2841
000000560367,coco-30k,A white toilet sitting next to a toilet paper roller in a bathroom.,56810
000000301467,coco-30k,a few deer and a zebra on a grass field,55539
000000542910,coco-30k,An woman pulls a suitcase while another watches.,37602
